Old_ID,New_geneID,gene_description,New_geneName
Milk21G0761.1,XNS21G0761.1,nudix hydrolase 14 [Source:HGNC Symbol;Acc:HGNC:20141],NUDT14(2of2)
Milk12G0078.1,XNS12G0078.1,nudix hydrolase 15 [Source:HGNC Symbol;Acc:HGNC:23063],NUDT15
Milk01G0804.1,XNS01G0804.1,nudix hydrolase 16 [Source:HGNC Symbol;Acc:HGNC:26442],NUDT16
Milk25G0721.1,XNS25G0721.1,nudix hydrolase 16 like 1 [Source:HGNC Symbol;Acc:HGNC:28154],NUDT16L1
Milk03G1115.1,XNS03G1115.1,nudix hydrolase 17 [Source:HGNC Symbol;Acc:HGNC:26618],NUDT17
Milk08G0428.1,XNS08G0428.1,nudix hydrolase 18 [Source:HGNC Symbol;Acc:HGNC:26194],NUDT18
Milk18G1050.1,XNS18G1050.1,nudix hydrolase 19 [Source:HGNC Symbol;Acc:HGNC:32036],NUDT19
Milk08G0331.1,XNS08G0331.1,nudix hydrolase 2 [Source:HGNC Symbol;Acc:HGNC:8049],NUDT2
Milk18G1274.1,XNS18G1274.1,nudix hydrolase 21 [Source:HGNC Symbol;Acc:HGNC:13870],NUDT21
Milk29G0909.1,XNS29G0909.1,nudix hydrolase 22 [Source:HGNC Symbol;Acc:HGNC:28189],NUDT22
Milk23G0775.1,XNS23G0775.1,nudix hydrolase 3 [Source:HGNC Symbol;Acc:HGNC:8050],NUDT3
Milk05G0249.1,XNS05G0249.1,nudix hydrolase 4B [Source:HGNC Symbol;Acc:HGNC:18012],NUDT4B(1of2)
Milk05G1356.1,XNS05G1356.1,nudix hydrolase 4B [Source:HGNC Symbol;Acc:HGNC:18012],NUDT4B(2of2)
Milk13G0082.1,XNS13G0082.1,nudix hydrolase 5 [Source:HGNC Symbol;Acc:HGNC:8052],NUDT5
Milk17G0166.1,XNS17G0166.1,nudix hydrolase 6 [Source:HGNC Symbol;Acc:HGNC:8053],NUDT6
Milk18G1533.1,XNS18G1533.1,nudix hydrolase 7 [Source:HGNC Symbol;Acc:HGNC:8054],NUDT7
Milk29G0734.1,XNS29G0734.1,nudix hydrolase 8 [Source:HGNC Symbol;Acc:HGNC:8055],NUDT8
Milk06G0591.1,XNS06G0591.1,nudix hydrolase 9 [Source:HGNC Symbol;Acc:HGNC:8056],NUDT9
Milk03G1177.1,XNS03G1177.1,NUF2 component of NDC80 kinetochore complex [Source:HGNC Symbol;Acc:HGNC:14621],NUF2
Milk10G0168.1,XNS10G0168.1,NUMB endocytic adaptor protein [Source:HGNC Symbol;Acc:HGNC:8060],NUMB
Milk18G0801.1,XNS18G0801.1,NUMB like endocytic adaptor protein [Source:HGNC Symbol;Acc:HGNC:8061],NUMBL
Milk23G0415.1,XNS23G0415.1,nurim [Source:HGNC Symbol;Acc:HGNC:8003],NRM
Milk09G0113.1,XNS09G0113.1,NUS1 dehydrodolichyl diphosphate synthase subunit [Source:HGNC Symbol;Acc:HGNC:21042],NUS1
Milk08G0208.1,XNS08G0208.1,NUT family member 2D [Source:HGNC Symbol;Acc:HGNC:23447],NUTM2D
Milk10G0678.1,XNS10G0678.1,NUT midline carcinoma family member 1 [Source:HGNC Symbol;Acc:HGNC:29919],NUTM1
Milk0G0875.1,XNS0G0875.1,nyctalopin [Source:HGNC Symbol;Acc:HGNC:8082],NYX
Milk10G0881.1,XNS10G0881.1,NYN domain and retroviral integrase containing [Source:HGNC Symbol;Acc:HGNC:20165],NYNRIN
Milk26G0100.1,XNS26G0100.1,O-6-methylguanine-DNA methyltransferase [Source:HGNC Symbol;Acc:HGNC:7059],MGMT(1of3)
Milk26G0101.1,XNS26G0101.1,O-6-methylguanine-DNA methyltransferase [Source:HGNC Symbol;Acc:HGNC:7059],MGMT(2of3)
Milk26G0102.1,XNS26G0102.1,O-6-methylguanine-DNA methyltransferase [Source:HGNC Symbol;Acc:HGNC:7059],MGMT(3of3)
Milk23G0690.1,XNS23G0690.1,O-acyl-ADP-ribose deacylase 1 [Source:HGNC Symbol;Acc:HGNC:21257],OARD1
Milk26G0353.1,XNS26G0353.1,O-GlcNAcase [Source:HGNC Symbol;Acc:HGNC:7056],OGA
Milk0G0652.1,XNS0G0652.1,O-linked N-acetylglucosamine (GlcNAc) transferase [Source:HGNC Symbol;Acc:HGNC:8127],OGT
Milk10G0712.1,XNS10G0712.1,O-sialoglycoprotein endopeptidase [Source:HGNC Symbol;Acc:HGNC:18028],OSGEP
Milk02G0059.1,XNS02G0059.1,O-sialoglycoprotein endopeptidase like 1 [Source:HGNC Symbol;Acc:HGNC:23075],OSGEPL1
Milk02G0163.1,XNS02G0163.1,Obg like ATPase 1 [Source:HGNC Symbol;Acc:HGNC:28833],OLA1(1of2)
Milk02G0164.1,XNS02G0164.1,Obg like ATPase 1 [Source:HGNC Symbol;Acc:HGNC:28833],OLA1(2of2)
Milk02G0684.1,XNS02G0684.1,obscurin like cytoskeletal adaptor 1 [Source:HGNC Symbol;Acc:HGNC:29092],OBSL1(1of2)
Milk02G0685.1,XNS02G0685.1,obscurin like cytoskeletal adaptor 1 [Source:HGNC Symbol;Acc:HGNC:29092],OBSL1(2of2)
Milk07G1444.1,XNS07G1444.1,"obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF [Source:HGNC Symbol;Acc:HGNC:15719]",OBSCN(1of8)
Milk07G1446.1,XNS07G1446.1,"obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF [Source:HGNC Symbol;Acc:HGNC:15719]",OBSCN(2of8)
Milk07G1447.1,XNS07G1447.1,"obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF [Source:HGNC Symbol;Acc:HGNC:15719]",OBSCN(3of8)
Milk07G1448.1,XNS07G1448.1,"obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF [Source:HGNC Symbol;Acc:HGNC:15719]",OBSCN(4of8)
Milk07G1449.1,XNS07G1449.1,"obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF [Source:HGNC Symbol;Acc:HGNC:15719]",OBSCN(5of8)
Milk07G1450.1,XNS07G1450.1,"obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF [Source:HGNC Symbol;Acc:HGNC:15719]",OBSCN(6of8)
Milk07G1451.1,XNS07G1451.1,"obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF [Source:HGNC Symbol;Acc:HGNC:15719]",OBSCN(7of8)
Milk07G1453.1,XNS07G1453.1,"obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF [Source:HGNC Symbol;Acc:HGNC:15719]",OBSCN(8of8)
Milk02G0002.1,XNS02G0002.1,OCA2 melanosomal transmembrane protein [Source:HGNC Symbol;Acc:HGNC:8101],OCA2
Milk20G0104.1,XNS20G0104.1,occludin [Source:HGNC Symbol;Acc:HGNC:8104],OCLN
Milk07G1318.1,XNS07G1318.1,occludin/ELL domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26221],OCEL1
Milk06G0321.1,XNS06G0321.1,OCIA domain containing 1 [Source:HGNC Symbol;Acc:HGNC:16074],OCIAD1(1of2)
Milk06G0322.1,XNS06G0322.1,OCIA domain containing 1 [Source:HGNC Symbol;Acc:HGNC:16074],OCIAD1(2of2)
Milk06G0323.1,XNS06G0323.1,OCIA domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28685],OCIAD2
Milk0G0326.1,XNS0G0326.1,OCRL inositol polyphosphate-5-phosphatase [Source:HGNC Symbol;Acc:HGNC:8108],OCRL
Milk14G0124.1,XNS14G0124.1,odd-skipped related transciption factor 2 [Source:HGNC Symbol;Acc:HGNC:15830],OSR2
Milk11G0732.1,XNS11G0732.1,odd-skipped related transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:8111],OSR1
Milk06G0498.1,XNS06G0498.1,odontogenesis associated phosphoprotein [Source:HGNC Symbol;Acc:HGNC:26300],ODAPH
Milk06G0440.1,XNS06G0440.1,"odontogenic, ameloblast associated [Source:HGNC Symbol;Acc:HGNC:26043]",ODAM
Milk11G1188.1,XNS11G1188.1,odorant binding protein 2A [Source:HGNC Symbol;Acc:HGNC:23380],OBP2A
Milk11G1066.1,XNS11G1066.1,odorant binding protein 2B [Source:HGNC Symbol;Acc:HGNC:23381],OBP2B(1of2)
Milk11G1187.1,XNS11G1187.1,odorant binding protein 2B [Source:HGNC Symbol;Acc:HGNC:23381],OBP2B(2of2)
Milk16G0742.1,XNS16G0742.1,odr-4 GPCR localization factor homolog [Source:HGNC Symbol;Acc:HGNC:24299],ODR4
Milk0G1061.1,XNS0G1061.1,OFD1 centriole and centriolar satellite protein [Source:HGNC Symbol;Acc:HGNC:2567],OFD1(1of2)
Milk0G1170.1,XNS0G1170.1,OFD1 centriole and centriolar satellite protein [Source:HGNC Symbol;Acc:HGNC:2567],OFD1(2of2)
Milk13G0174.1,XNS13G0174.1,oleoyl-ACP hydrolase [Source:HGNC Symbol;Acc:HGNC:25625],OLAH
Milk11G1178.1,XNS11G1178.1,olfactomedin 1 [Source:HGNC Symbol;Acc:HGNC:17187],OLFM1(1of3)
Milk11G1179.1,XNS11G1179.1,olfactomedin 1 [Source:HGNC Symbol;Acc:HGNC:17187],OLFM1(2of3)
Milk11G1180.1,XNS11G1180.1,olfactomedin 1 [Source:HGNC Symbol;Acc:HGNC:17187],OLFM1(3of3)
Milk07G1092.1,XNS07G1092.1,olfactomedin 2 [Source:HGNC Symbol;Acc:HGNC:17189],OLFM2
Milk03G0894.1,XNS03G0894.1,olfactomedin 3 [Source:HGNC Symbol;Acc:HGNC:17990],OLFM3
Milk12G0016.1,XNS12G0016.1,olfactomedin 4 [Source:HGNC Symbol;Acc:HGNC:17190],OLFM4
Milk15G0618.1,XNS15G0618.1,olfactomedin like 1 [Source:HGNC Symbol;Acc:HGNC:24473],OLFML1
Milk11G0887.1,XNS11G0887.1,olfactomedin like 2A [Source:HGNC Symbol;Acc:HGNC:27270],OLFML2A
Milk03G1193.1,XNS03G1193.1,olfactomedin like 2B [Source:HGNC Symbol;Acc:HGNC:24558],OLFML2B
Milk03G1033.1,XNS03G1033.1,olfactomedin like 3 [Source:HGNC Symbol;Acc:HGNC:24956],OLFML3
Milk15G0368.1,XNS15G0368.1,olfactory marker protein [Source:HGNC Symbol;Acc:HGNC:8136],OMP
Milk19G1147.1,XNS19G1147.1,olfactory receptor family 1 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:8179],OR1A1
Milk11G0852.1,XNS11G0852.1,olfactory receptor family 1 subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:8181],OR1B1
Milk19G1149.1,XNS19G1149.1,olfactory receptor family 1 subfamily D member 2 [Source:HGNC Symbol;Acc:HGNC:8183],OR1D2(1of2)
Milk19G1150.1,XNS19G1150.1,olfactory receptor family 1 subfamily D member 2 [Source:HGNC Symbol;Acc:HGNC:8183],OR1D2(2of2)
Milk19G1128.1,XNS19G1128.1,olfactory receptor family 1 subfamily E member 1 [Source:HGNC Symbol;Acc:HGNC:8189],OR1E1(1of5)
Milk19G1129.1,XNS19G1129.1,olfactory receptor family 1 subfamily E member 1 [Source:HGNC Symbol;Acc:HGNC:8189],OR1E1(2of5)
Milk19G1130.1,XNS19G1130.1,olfactory receptor family 1 subfamily E member 1 [Source:HGNC Symbol;Acc:HGNC:8189],OR1E1(3of5)
Milk19G1135.1,XNS19G1135.1,olfactory receptor family 1 subfamily E member 1 [Source:HGNC Symbol;Acc:HGNC:8189],OR1E1(4of5)
Milk19G1136.1,XNS19G1136.1,olfactory receptor family 1 subfamily E member 1 [Source:HGNC Symbol;Acc:HGNC:8189],OR1E1(5of5)
Milk19G1131.1,XNS19G1131.1,olfactory receptor family 1 subfamily E member 2 [Source:HGNC Symbol;Acc:HGNC:8190],OR1E2(1of4)
Milk19G1132.1,XNS19G1132.1,olfactory receptor family 1 subfamily E member 2 [Source:HGNC Symbol;Acc:HGNC:8190],OR1E2(2of4)
Milk19G1133.1,XNS19G1133.1,olfactory receptor family 1 subfamily E member 2 [Source:HGNC Symbol;Acc:HGNC:8190],OR1E2(3of4)
Milk19G1134.1,XNS19G1134.1,olfactory receptor family 1 subfamily E member 2 [Source:HGNC Symbol;Acc:HGNC:8190],OR1E2(4of4)
Milk25G0197.1,XNS25G0197.1,olfactory receptor family 1 subfamily F member 1 [Source:HGNC Symbol;Acc:HGNC:8194],OR1F1
Milk19G1148.1,XNS19G1148.1,olfactory receptor family 1 subfamily G member 1 [Source:HGNC Symbol;Acc:HGNC:8204],OR1G1
Milk07G1247.1,XNS07G1247.1,olfactory receptor family 1 subfamily I member 1 [Source:HGNC Symbol;Acc:HGNC:8207],OR1I1(1of2)
Milk07G1248.1,XNS07G1248.1,olfactory receptor family 1 subfamily I member 1 [Source:HGNC Symbol;Acc:HGNC:8207],OR1I1(2of2)
Milk11G0837.1,XNS11G0837.1,olfactory receptor family 1 subfamily J member 1 [Source:HGNC Symbol;Acc:HGNC:8208],OR1J1
Milk11G0838.1,XNS11G0838.1,olfactory receptor family 1 subfamily J member 2 [Source:HGNC Symbol;Acc:HGNC:8209],OR1J2
Milk11G0835.1,XNS11G0835.1,olfactory receptor family 1 subfamily J member 4 [Source:HGNC Symbol;Acc:HGNC:8211],OR1J4(1of7)
Milk11G0841.1,XNS11G0841.1,olfactory receptor family 1 subfamily J member 4 [Source:HGNC Symbol;Acc:HGNC:8211],OR1J4(2of7)
Milk11G0842.1,XNS11G0842.1,olfactory receptor family 1 subfamily J member 4 [Source:HGNC Symbol;Acc:HGNC:8211],OR1J4(3of7)
Milk11G0843.1,XNS11G0843.1,olfactory receptor family 1 subfamily J member 4 [Source:HGNC Symbol;Acc:HGNC:8211],OR1J4(4of7)
Milk11G0844.1,XNS11G0844.1,olfactory receptor family 1 subfamily J member 4 [Source:HGNC Symbol;Acc:HGNC:8211],OR1J4(5of7)
Milk11G0845.1,XNS11G0845.1,olfactory receptor family 1 subfamily J member 4 [Source:HGNC Symbol;Acc:HGNC:8211],OR1J4(6of7)
Milk11G0846.1,XNS11G0846.1,olfactory receptor family 1 subfamily J member 4 [Source:HGNC Symbol;Acc:HGNC:8211],OR1J4(7of7)
Milk11G0860.1,XNS11G0860.1,olfactory receptor family 1 subfamily K member 1 [Source:HGNC Symbol;Acc:HGNC:8212],OR1K1
Milk11G0853.1,XNS11G0853.1,olfactory receptor family 1 subfamily L member 3 [Source:HGNC Symbol;Acc:HGNC:8215],OR1L3
Milk11G0854.1,XNS11G0854.1,olfactory receptor family 1 subfamily L member 6 [Source:HGNC Symbol;Acc:HGNC:8218],OR1L6(1of3)
Milk11G0855.1,XNS11G0855.1,olfactory receptor family 1 subfamily L member 6 [Source:HGNC Symbol;Acc:HGNC:8218],OR1L6(2of3)
Milk11G0856.1,XNS11G0856.1,olfactory receptor family 1 subfamily L member 6 [Source:HGNC Symbol;Acc:HGNC:8218],OR1L6(3of3)
Milk11G0823.1,XNS11G0823.1,olfactory receptor family 1 subfamily L member 8 [Source:HGNC Symbol;Acc:HGNC:15110],OR1L8(1of7)
Milk11G0824.1,XNS11G0824.1,olfactory receptor family 1 subfamily L member 8 [Source:HGNC Symbol;Acc:HGNC:15110],OR1L8(2of7)
Milk11G0825.1,XNS11G0825.1,olfactory receptor family 1 subfamily L member 8 [Source:HGNC Symbol;Acc:HGNC:15110],OR1L8(3of7)
Milk11G0826.1,XNS11G0826.1,olfactory receptor family 1 subfamily L member 8 [Source:HGNC Symbol;Acc:HGNC:15110],OR1L8(4of7)
Milk11G0827.1,XNS11G0827.1,olfactory receptor family 1 subfamily L member 8 [Source:HGNC Symbol;Acc:HGNC:15110],OR1L8(5of7)
Milk11G0828.1,XNS11G0828.1,olfactory receptor family 1 subfamily L member 8 [Source:HGNC Symbol;Acc:HGNC:15110],OR1L8(6of7)
Milk11G0829.1,XNS11G0829.1,olfactory receptor family 1 subfamily L member 8 [Source:HGNC Symbol;Acc:HGNC:15110],OR1L8(7of7)
Milk07G1120.1,XNS07G1120.1,olfactory receptor family 1 subfamily M member 1 [Source:HGNC Symbol;Acc:HGNC:8220],OR1M1
Milk11G0840.1,XNS11G0840.1,olfactory receptor family 1 subfamily N member 1 [Source:HGNC Symbol;Acc:HGNC:8221],OR1N1
Milk11G0839.1,XNS11G0839.1,olfactory receptor family 1 subfamily N member 2 [Source:HGNC Symbol;Acc:HGNC:15111],OR1N2
Milk19G1146.1,XNS19G1146.1,olfactory receptor family 1 subfamily P member 1 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:8222],OR1P1
Milk11G0851.1,XNS11G0851.1,olfactory receptor family 1 subfamily Q member 1 [Source:HGNC Symbol;Acc:HGNC:8223],OR1Q1
Milk19G1137.1,XNS19G1137.1,olfactory receptor family 1 subfamily R member 1 pseudogene [Source:HGNC Symbol;Acc:HGNC:8226],OR1R1P
Milk15G0610.1,XNS15G0610.1,olfactory receptor family 10 subfamily A member 4 [Source:HGNC Symbol;Acc:HGNC:15130],OR10A4
Milk15G0609.1,XNS15G0609.1,olfactory receptor family 10 subfamily A member 5 [Source:HGNC Symbol;Acc:HGNC:15131],OR10A5
Milk05G0874.1,XNS05G0874.1,olfactory receptor family 10 subfamily A member 7 [Source:HGNC Symbol;Acc:HGNC:15329],OR10A7(1of2)
Milk15G0145.1,XNS15G0145.1,olfactory receptor family 10 subfamily A member 7 [Source:HGNC Symbol;Acc:HGNC:15329],OR10A7(2of2)
Milk05G1130.1,XNS05G1130.1,olfactory receptor family 10 subfamily AD member 1 [Source:HGNC Symbol;Acc:HGNC:14819],OR10AD1(1of3)
Milk05G1131.1,XNS05G1131.1,olfactory receptor family 10 subfamily AD member 1 [Source:HGNC Symbol;Acc:HGNC:14819],OR10AD1(2of3)
Milk05G1132.1,XNS05G1132.1,olfactory receptor family 10 subfamily AD member 1 [Source:HGNC Symbol;Acc:HGNC:14819],OR10AD1(3of3)
Milk15G0180.1,XNS15G0180.1,olfactory receptor family 10 subfamily AG member 1 [Source:HGNC Symbol;Acc:HGNC:19607],OR10AG1(1of2)
Milk16G0003.1,XNS16G0003.1,olfactory receptor family 10 subfamily AG member 1 [Source:HGNC Symbol;Acc:HGNC:19607],OR10AG1(2of2)
Milk23G0340.1,XNS23G0340.1,olfactory receptor family 10 subfamily C member 1 [Source:HGNC Symbol;Acc:HGNC:8165],OR10C1(1of4)
Milk23G0342.1,XNS23G0342.1,olfactory receptor family 10 subfamily C member 1 [Source:HGNC Symbol;Acc:HGNC:8165],OR10C1(2of4)
Milk23G0343.1,XNS23G0343.1,olfactory receptor family 10 subfamily C member 1 [Source:HGNC Symbol;Acc:HGNC:8165],OR10C1(3of4)
Milk23G0369.1,XNS23G0369.1,olfactory receptor family 10 subfamily C member 1 [Source:HGNC Symbol;Acc:HGNC:8165],OR10C1(4of4)
Milk29G0175.1,XNS29G0175.1,olfactory receptor family 10 subfamily D member 3 [Source:HGNC Symbol;Acc:HGNC:8168],OR10D3(1of6)
Milk29G0176.1,XNS29G0176.1,olfactory receptor family 10 subfamily D member 3 [Source:HGNC Symbol;Acc:HGNC:8168],OR10D3(2of6)
Milk29G0177.1,XNS29G0177.1,olfactory receptor family 10 subfamily D member 3 [Source:HGNC Symbol;Acc:HGNC:8168],OR10D3(3of6)
Milk29G0182.1,XNS29G0182.1,olfactory receptor family 10 subfamily D member 3 [Source:HGNC Symbol;Acc:HGNC:8168],OR10D3(4of6)
Milk29G0184.1,XNS29G0184.1,olfactory receptor family 10 subfamily D member 3 [Source:HGNC Symbol;Acc:HGNC:8168],OR10D3(5of6)
Milk29G0193.1,XNS29G0193.1,olfactory receptor family 10 subfamily D member 3 [Source:HGNC Symbol;Acc:HGNC:8168],OR10D3(6of6)
Milk10G0749.1,XNS10G0749.1,olfactory receptor family 10 subfamily G member 2 [Source:HGNC Symbol;Acc:HGNC:8170],OR10G2(1of2)
Milk10G0750.1,XNS10G0750.1,olfactory receptor family 10 subfamily G member 2 [Source:HGNC Symbol;Acc:HGNC:8170],OR10G2(2of2)
Milk29G0174.1,XNS29G0174.1,olfactory receptor family 10 subfamily G member 4 [Source:HGNC Symbol;Acc:HGNC:14809],OR10G4
Milk29G0172.1,XNS29G0172.1,olfactory receptor family 10 subfamily G member 6 [Source:HGNC Symbol;Acc:HGNC:14836],OR10G6
Milk29G0173.1,XNS29G0173.1,olfactory receptor family 10 subfamily G member 9 [Source:HGNC Symbol;Acc:HGNC:15129],OR10G9(1of2)
Milk29G0178.1,XNS29G0178.1,olfactory receptor family 10 subfamily G member 9 [Source:HGNC Symbol;Acc:HGNC:15129],OR10G9(2of2)
Milk07G1272.1,XNS07G1272.1,olfactory receptor family 10 subfamily H member 1 [Source:HGNC Symbol;Acc:HGNC:8172],OR10H1(1of3)
Milk07G1280.1,XNS07G1280.1,olfactory receptor family 10 subfamily H member 1 [Source:HGNC Symbol;Acc:HGNC:8172],OR10H1(2of3)
Milk07G1283.1,XNS07G1283.1,olfactory receptor family 10 subfamily H member 1 [Source:HGNC Symbol;Acc:HGNC:8172],OR10H1(3of3)
Milk07G1276.1,XNS07G1276.1,olfactory receptor family 10 subfamily H member 2 [Source:HGNC Symbol;Acc:HGNC:8173],OR10H2(1of2)
Milk07G1282.1,XNS07G1282.1,olfactory receptor family 10 subfamily H member 2 [Source:HGNC Symbol;Acc:HGNC:8173],OR10H2(2of2)
Milk07G1270.1,XNS07G1270.1,olfactory receptor family 10 subfamily H member 4 [Source:HGNC Symbol;Acc:HGNC:15388],OR10H4(1of6)
Milk07G1275.1,XNS07G1275.1,olfactory receptor family 10 subfamily H member 4 [Source:HGNC Symbol;Acc:HGNC:15388],OR10H4(2of6)
Milk07G1277.1,XNS07G1277.1,olfactory receptor family 10 subfamily H member 4 [Source:HGNC Symbol;Acc:HGNC:15388],OR10H4(3of6)
Milk07G1278.1,XNS07G1278.1,olfactory receptor family 10 subfamily H member 4 [Source:HGNC Symbol;Acc:HGNC:15388],OR10H4(4of6)
Milk07G1279.1,XNS07G1279.1,olfactory receptor family 10 subfamily H member 4 [Source:HGNC Symbol;Acc:HGNC:15388],OR10H4(5of6)
Milk07G1281.1,XNS07G1281.1,olfactory receptor family 10 subfamily H member 4 [Source:HGNC Symbol;Acc:HGNC:15388],OR10H4(6of6)
Milk03G1296.1,XNS03G1296.1,olfactory receptor family 10 subfamily J member 1 [Source:HGNC Symbol;Acc:HGNC:8175],OR10J1(1of3)
Milk03G1298.1,XNS03G1298.1,olfactory receptor family 10 subfamily J member 1 [Source:HGNC Symbol;Acc:HGNC:8175],OR10J1(2of3)
Milk03G1301.1,XNS03G1301.1,olfactory receptor family 10 subfamily J member 1 [Source:HGNC Symbol;Acc:HGNC:8175],OR10J1(3of3)
Milk03G1297.1,XNS03G1297.1,olfactory receptor family 10 subfamily J member 3 [Source:HGNC Symbol;Acc:HGNC:14992],OR10J3(1of2)
Milk03G1299.1,XNS03G1299.1,olfactory receptor family 10 subfamily J member 3 [Source:HGNC Symbol;Acc:HGNC:14992],OR10J3(2of2)
Milk03G1319.1,XNS03G1319.1,olfactory receptor family 10 subfamily K member 1 [Source:HGNC Symbol;Acc:HGNC:14693],OR10K1(1of2)
Milk03G1323.1,XNS03G1323.1,olfactory receptor family 10 subfamily K member 1 [Source:HGNC Symbol;Acc:HGNC:14693],OR10K1(2of2)
Milk03G1318.1,XNS03G1318.1,olfactory receptor family 10 subfamily R member 2 [Source:HGNC Symbol;Acc:HGNC:14820],OR10R2(1of2)
Milk03G1322.1,XNS03G1322.1,olfactory receptor family 10 subfamily R member 2 [Source:HGNC Symbol;Acc:HGNC:14820],OR10R2(2of2)
Milk29G0171.1,XNS29G0171.1,olfactory receptor family 10 subfamily S member 1 [Source:HGNC Symbol;Acc:HGNC:14807],OR10S1
Milk03G1324.1,XNS03G1324.1,olfactory receptor family 10 subfamily T member 2 [Source:HGNC Symbol;Acc:HGNC:14816],OR10T2
Milk15G0043.1,XNS15G0043.1,olfactory receptor family 10 subfamily V member 1 [Source:HGNC Symbol;Acc:HGNC:15136],OR10V1
Milk15G0095.1,XNS15G0095.1,olfactory receptor family 10 subfamily W member 1 [Source:HGNC Symbol;Acc:HGNC:15139],OR10W1
Milk10G0698.1,XNS10G0698.1,olfactory receptor family 11 subfamily G member 2 [Source:HGNC Symbol;Acc:HGNC:15346],OR11G2(1of6)
Milk10G0700.1,XNS10G0700.1,olfactory receptor family 11 subfamily G member 2 [Source:HGNC Symbol;Acc:HGNC:15346],OR11G2(2of6)
Milk10G0702.1,XNS10G0702.1,olfactory receptor family 11 subfamily G member 2 [Source:HGNC Symbol;Acc:HGNC:15346],OR11G2(3of6)
Milk10G0703.1,XNS10G0703.1,olfactory receptor family 11 subfamily G member 2 [Source:HGNC Symbol;Acc:HGNC:15346],OR11G2(4of6)
Milk10G0704.1,XNS10G0704.1,olfactory receptor family 11 subfamily G member 2 [Source:HGNC Symbol;Acc:HGNC:15346],OR11G2(5of6)
Milk10G0705.1,XNS10G0705.1,olfactory receptor family 11 subfamily G member 2 [Source:HGNC Symbol;Acc:HGNC:15346],OR11G2(6of6)
Milk10G0701.1,XNS10G0701.1,olfactory receptor family 11 subfamily H member 4 [Source:HGNC Symbol;Acc:HGNC:15347],OR11H4
Milk10G0706.1,XNS10G0706.1,olfactory receptor family 11 subfamily H member 7 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:15350],OR11H7
Milk23G0366.1,XNS23G0366.1,olfactory receptor family 12 subfamily D member 1 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:8177],OR12D1
Milk23G0362.1,XNS23G0362.1,olfactory receptor family 12 subfamily D member 2 [Source:HGNC Symbol;Acc:HGNC:8178],OR12D2(1of3)
Milk23G0363.1,XNS23G0363.1,olfactory receptor family 12 subfamily D member 2 [Source:HGNC Symbol;Acc:HGNC:8178],OR12D2(2of3)
Milk23G0365.1,XNS23G0365.1,olfactory receptor family 12 subfamily D member 2 [Source:HGNC Symbol;Acc:HGNC:8178],OR12D2(3of3)
Milk23G0359.1,XNS23G0359.1,olfactory receptor family 12 subfamily D member 3 [Source:HGNC Symbol;Acc:HGNC:13963],OR12D3(1of3)
Milk23G0360.1,XNS23G0360.1,olfactory receptor family 12 subfamily D member 3 [Source:HGNC Symbol;Acc:HGNC:13963],OR12D3(2of3)
Milk23G0361.1,XNS23G0361.1,olfactory receptor family 12 subfamily D member 3 [Source:HGNC Symbol;Acc:HGNC:13963],OR12D3(3of3)
Milk26G0003.1,XNS26G0003.1,olfactory receptor family 13 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:14772],OR13A1
Milk08G0529.1,XNS08G0529.1,olfactory receptor family 13 subfamily J member 1 [Source:HGNC Symbol;Acc:HGNC:15108],OR13J1
Milk23G0357.1,XNS23G0357.1,olfactory receptor family 14 subfamily J member 1 [Source:HGNC Symbol;Acc:HGNC:13971],OR14J1(1of2)
Milk23G0358.1,XNS23G0358.1,olfactory receptor family 14 subfamily J member 1 [Source:HGNC Symbol;Acc:HGNC:13971],OR14J1(2of2)
Milk04G0785.1,XNS04G0785.1,olfactory receptor family 2 subfamily A member 12 [Source:HGNC Symbol;Acc:HGNC:15082],OR2A12
Milk04G0786.1,XNS04G0786.1,olfactory receptor family 2 subfamily A member 14 [Source:HGNC Symbol;Acc:HGNC:15084],OR2A14
Milk04G0788.1,XNS04G0788.1,olfactory receptor family 2 subfamily A member 2 [Source:HGNC Symbol;Acc:HGNC:8230],OR2A2(1of6)
Milk04G0790.1,XNS04G0790.1,olfactory receptor family 2 subfamily A member 2 [Source:HGNC Symbol;Acc:HGNC:8230],OR2A2(2of6)
Milk04G0791.1,XNS04G0791.1,olfactory receptor family 2 subfamily A member 2 [Source:HGNC Symbol;Acc:HGNC:8230],OR2A2(3of6)
